	Time			6 Y_Fz			5 O_Fz			4 Y_Fy			3 O_Fy			2 L(1,2,3)			1 R(1,2,3)	
0.0000	-4.607	1.511	0.3620	-1.6307	0.38591	-0.08373
0.0005	-4.607	1.512	0.3619	-1.6312	0.38658	-0.08124
0.0010	-4.607	1.513	0.3617	-1.6316	0.38624	-0.08404
0.0015	-4.608	1.514	0.3617	-1.6319	0.38584	-0.08160
0.0020	-4.609	1.516	0.3617	-1.6321	0.38669	-0.08068
0.0025	-4.610	1.518	0.3620	-1.6320	0.38635	-0.08161
0.0030	-4.612	1.520	0.3625	-1.6316	0.38594	-0.08297
0.0035	-4.615	1.522	0.3630	-1.6311	0.38593	-0.08167
0.0040	-4.617	1.524	0.3636	-1.6306	0.38626	-0.08099
0.0045	-4.618	1.526	0.3642	-1.6305	0.38619	-0.08178
0.0050	-4.618	1.525	0.3645	-1.6307	0.38610	-0.08297
0.0055	-4.616	1.523	0.3645	-1.6315	0.38597	-0.08132
0.0060	-4.612	1.520	0.3643	-1.6327	0.38639	-0.08236
0.0065	-4.608	1.516	0.3642	-1.6340	0.38632	-0.08143
0.0070	-4.604	1.512	0.3642	-1.6350	0.38610	-0.07885
0.0075	-4.600	1.507	0.3644	-1.6356	0.38587	-0.08259
0.0080	-4.598	1.503	0.3651	-1.6355	0.38577	-0.08007
0.0085	-4.597	1.500	0.3660	-1.6348	0.38651	-0.08163
0.0090	-4.597	1.498	0.3668	-1.6338	0.38623	-0.08099
0.0095	-4.598	1.497	0.3672	-1.6328	0.38609	-0.07914
0.0100	-4.599	1.496	0.3669	-1.6320	0.38595	-0.08236
0.0105	-4.601	1.496	0.3659	-1.6316	0.38662	-0.07951
0.0110	-4.604	1.497	0.3641	-1.6315	0.38624	-0.08190
0.0115	-4.606	1.499	0.3621	-1.6319	0.38530	-0.08229
0.0120	-4.608	1.501	0.3601	-1.6324	0.38623	-0.08114
0.0125	-4.610	1.503	0.3584	-1.6331	0.38629	-0.08097
0.0130	-4.611	1.506	0.3574	-1.6340	0.38579	-0.08221
0.0135	-4.612	1.508	0.3570	-1.6348	0.38607	-0.08047
0.0140	-4.611	1.509	0.3571	-1.6356	0.38654	-0.08251
0.0145	-4.610	1.509	0.3576	-1.6363	0.38595	-0.08141
0.0150	-4.607	1.507	0.3583	-1.6368	0.38593	-0.08160
0.0155	-4.604	1.503	0.3592	-1.6370	0.38587	-0.08199
0.0160	-4.599	1.498	0.3602	-1.6370	0.38592	-0.08221
0.0165	-4.595	1.492	0.3612	-1.6368	0.38603	-0.08130
0.0170	-4.593	1.486	0.3622	-1.6363	0.38624	-0.08236
0.0175	-4.592	1.482	0.3632	-1.6356	0.38584	-0.08067
0.0180	-4.594	1.479	0.3641	-1.6348	0.38609	-0.08206
0.0185	-4.599	1.479	0.3649	-1.6340	0.38595	-0.08031
0.0190	-4.604	1.480	0.3656	-1.6334	0.38623	-0.08129
0.0195	-4.610	1.482	0.3663	-1.6330	0.38627	-0.08092
0.0200	-4.614	1.485	0.3669	-1.6332	0.38594	-0.08144
0.0205	-4.615	1.488	0.3674	-1.6338	0.38611	-0.08239
0.0210	-4.615	1.490	0.3678	-1.6348	0.38639	-0.08129
0.0215	-4.612	1.492	0.3679	-1.6357	0.38599	-0.08106
0.0220	-4.609	1.493	0.3676	-1.6361	0.38609	-0.08114
